"trip_id","duration","start_time","end_time","start_station","start_lat","start_lon","end_station","end_lat","end_lon","bike_id","plan_duration","trip_route_category","passholder_type"
226310756,15,"2018-01-21 11:11:00","2018-01-21 11:26:00",3056,39.976688,-75.158127,3073,39.961430,-75.152420,11925,0,"One Way","Walk-up"
226310758,13,"2018-01-21 11:11:00","2018-01-21 11:24:00",3026,39.941380,-75.145638,3108,39.953159,-75.165512,"03491",0,"One Way","Walk-up"
226310759,7,"2018-01-21 11:11:00","2018-01-21 11:18:00",3057,39.964581,-75.180031,3060,39.959229,-75.170357,11739,30,"One Way","Indego30"
226336505,183,"2018-01-21 11:11:00","2018-01-21 14:14:00",3041,39.968491,-75.135460,3000,"","","03632",0,"One Way","Walk-up"
226310755,14,"2018-01-21 11:12:00","2018-01-21 11:26:00",3056,39.976688,-75.158127,3073,39.961430,-75.152420,11833,0,"One Way","Walk-up"
226310751,7,"2018-01-21 11:13:00","2018-01-21 11:20:00",3063,39.946331,-75.169800,3032,39.945271,-75.179710,"05141",30,"One Way","Indego30"
226310752,9,"2018-01-21 11:13:00","2018-01-21 11:22:00",3114,39.937752,-75.180122,3066,39.945610,-75.173477,11038,30,"One Way","Indego30"
226310753,7,"2018-01-21 11:13:00","2018-01-21 11:20:00",3063,39.946331,-75.169800,3032,39.945271,-75.179710,11735,30,"One Way","Indego30"
226310754,10,"2018-01-21 11:13:00","2018-01-21 11:23:00",3114,39.937752,-75.180122,3066,39.945610,-75.173477,"05193",0,"One Way","Walk-up"
226310749,12,"2018-01-21 11:14:00","2018-01-21 11:26:00",3018,39.952728,-75.159790,3012,39.942181,-75.177467,11716,30,"One Way","Indego30"
226310746,8,"2018-01-21 11:15:00","2018-01-21 11:23:00",3101,39.942951,-75.159554,3025,39.937241,-75.161201,"03323",30,"One Way","Indego30"
226310747,2,"2018-01-21 11:15:00","2018-01-21 11:17:00",3050,39.953388,-75.154259,3018,39.952728,-75.159790,"03580",30,"One Way","Indego30"
226310745,10,"2018-01-21 11:16:00","2018-01-21 11:26:00",3164,39.928139,-75.165154,3114,39.937752,-75.180122,"05386",30,"One Way","Indego30"
226310744,8,"2018-01-21 11:17:00","2018-01-21 11:25:00",3058,39.967159,-75.170013,3056,39.976688,-75.158127,"02499",30,"One Way","Indego30"
226310742,29,"2018-01-21 11:20:00","2018-01-21 11:49:00",3057,39.964581,-75.180031,3064,39.938400,-75.173271,"02583",30,"One Way","Indego30"
226310741,11,"2018-01-21 11:21:00","2018-01-21 11:32:00",3025,39.937241,-75.161201,3168,39.951210,-75.173698,11708,30,"One Way","Indego30"
226310740,7,"2018-01-21 11:22:00","2018-01-21 11:29:00",3124,39.952950,-75.139793,3110,39.961750,-75.136414,11808,30,"One Way","Indego30"
226310739,8,"2018-01-21 11:23:00","2018-01-21 11:31:00",3025,39.937241,-75.161201,3068,39.935490,-75.167107,"05164",30,"One Way","Indego30"
226310738,11,"2018-01-21 11:25:00","2018-01-21 11:36:00",3060,39.959229,-75.170357,3057,39.964581,-75.180031,11796,1,"One Way","One Day Pass"
226310734,20,"2018-01-21 11:26:00","2018-01-21 11:46:00",3170,39.944260,-75.181343,3069,39.937038,-75.150383,"05292",0,"One Way","Walk-up"
226310735,19,"2018-01-21 11:26:00","2018-01-21 11:45:00",3013,39.963169,-75.147919,3030,39.939350,-75.157158,"06695",30,"One Way","Indego30"
226310736,20,"2018-01-21 11:26:00","2018-01-21 11:46:00",3013,39.963169,-75.147919,3030,39.939350,-75.157158,11908,30,"One Way","Indego30"
226310737,7,"2018-01-21 11:26:00","2018-01-21 11:33:00",3046,39.950119,-75.144722,3052,39.947319,-75.156952,"02652",30,"One Way","Indego30"
226310733,12,"2018-01-21 11:27:00","2018-01-21 11:39:00",3045,39.947922,-75.162369,3058,39.967159,-75.170013,"05325",30,"One Way","Indego30"
226310731,3,"2018-01-21 11:30:00","2018-01-21 11:33:00",3028,39.940609,-75.149582,3099,39.934010,-75.150940,"03680",30,"One Way","Indego30"
226310732,11,"2018-01-21 11:30:00","2018-01-21 11:41:00",3009,39.955761,-75.189819,3018,39.952728,-75.159790,11896,30,"One Way","Indego30"
226319200,66,"2018-01-21 11:33:00","2018-01-21 12:39:00",3068,39.935490,-75.167107,3068,39.935490,-75.167107,"03343",30,"Round Trip","Indego30"
226310728,5,"2018-01-21 11:34:00","2018-01-21 11:39:00",3010,39.947109,-75.166183,3101,39.942951,-75.159554,"02481",0,"One Way","Walk-up"
226310729,15,"2018-01-21 11:34:00","2018-01-21 11:49:00",3061,39.954250,-75.177612,3026,39.941380,-75.145638,"05125",30,"One Way","Indego30"
226310730,6,"2018-01-21 11:34:00","2018-01-21 11:40:00",3021,39.953899,-75.169022,3154,39.959240,-75.158211,"03382",30,"One Way","Indego30"
226310727,14,"2018-01-21 11:36:00","2018-01-21 11:50:00",3115,39.972630,-75.167572,3037,39.954239,-75.161377,"05270",30,"One Way","Indego30"
226310725,5,"2018-01-21 11:38:00","2018-01-21 11:43:00",3052,39.947319,-75.156952,3047,39.950710,-75.149208,11934,365,"One Way","IndegoFlex"
226310724,20,"2018-01-21 11:39:00","2018-01-21 11:59:00",3027,39.956940,-75.200691,3101,39.942951,-75.159554,"05385",30,"One Way","Indego30"
226319191,77,"2018-01-21 11:40:00","2018-01-21 12:57:00",3022,39.954720,-75.183228,3025,39.937241,-75.161201,"03610",0,"One Way","Walk-up"
226319189,76,"2018-01-21 11:41:00","2018-01-21 12:57:00",3022,39.954720,-75.183228,3025,39.937241,-75.161201,"03551",0,"One Way","Walk-up"
226319186,23,"2018-01-21 11:42:00","2018-01-21 12:05:00",3012,39.942181,-75.177467,3088,39.969841,-75.141800,"03726",30,"One Way","Indego30"
226310721,10,"2018-01-21 11:42:00","2018-01-21 11:52:00",3063,39.946331,-75.169800,3055,39.951118,-75.154572,"03542",30,"One Way","Indego30"
226310719,9,"2018-01-21 11:43:00","2018-01-21 11:52:00",3155,39.940182,-75.154419,3045,39.947922,-75.162369,11831,365,"One Way","Indego365"
226319184,45,"2018-01-21 11:43:00","2018-01-21 12:28:00",3057,39.964581,-75.180031,3055,39.951118,-75.154572,11796,1,"One Way","One Day Pass"
226310715,7,"2018-01-21 11:44:00","2018-01-21 11:51:00",3156,39.953812,-75.174072,3045,39.947922,-75.162369,"05179",365,"One Way","Indego365"
226310717,8,"2018-01-21 11:44:00","2018-01-21 11:52:00",3155,39.940182,-75.154419,3045,39.947922,-75.162369,11917,365,"One Way","Indego365"
226319178,25,"2018-01-21 11:46:00","2018-01-21 12:11:00",3097,39.978882,-75.133392,3164,39.928139,-75.165154,"03396",30,"One Way","Indego30"
226310713,2,"2018-01-21 11:48:00","2018-01-21 11:50:00",3068,39.935490,-75.167107,3086,39.940189,-75.166908,"05369",30,"One Way","Indego30"
226319176,49,"2018-01-21 11:48:00","2018-01-21 12:37:00",3043,39.930820,-75.174744,3053,39.932308,-75.181541,"02600",30,"One Way","Indego30"
226319175,12,"2018-01-21 11:49:00","2018-01-21 12:01:00",3108,39.953159,-75.165512,3026,39.941380,-75.145638,11721,0,"One Way","Walk-up"
226319174,18,"2018-01-21 11:50:00","2018-01-21 12:08:00",3024,39.948219,-75.209084,3023,39.950481,-75.172859,11882,30,"One Way","Indego30"
226310712,3,"2018-01-21 11:54:00","2018-01-21 11:57:00",3027,39.956940,-75.200691,3159,39.951210,-75.199623,11790,30,"One Way","Indego30"
226319172,6,"2018-01-21 11:55:00","2018-01-21 12:01:00",3007,39.945171,-75.159927,3028,39.940609,-75.149582,11026,30,"One Way","Indego30"
226319171,20,"2018-01-21 11:56:00","2018-01-21 12:16:00",3052,39.947319,-75.156952,3017,39.980030,-75.143707,"02666",30,"One Way","Indego30"
226319170,5,"2018-01-21 11:57:00","2018-01-21 12:02:00",3066,39.945610,-75.173477,3101,39.942951,-75.159554,"05378",30,"One Way","Indego30"
226319169,9,"2018-01-21 11:58:00","2018-01-21 12:07:00",3057,39.964581,-75.180031,3161,39.954861,-75.180908,"02608",0,"One Way","Walk-up"
226319168,6,"2018-01-21 11:59:00","2018-01-21 12:05:00",3121,39.972740,-75.179390,3058,39.967159,-75.170013,11365,30,"One Way","Indego30"
226319165,20,"2018-01-21 12:00:00","2018-01-21 12:20:00",3064,39.938400,-75.173271,3116,39.960060,-75.171982,11170,0,"One Way","Walk-up"
226319166,7,"2018-01-21 12:00:00","2018-01-21 12:07:00",3099,39.934010,-75.150940,3028,39.940609,-75.149582,"05401",30,"One Way","Indego30"
226319167,5,"2018-01-21 12:00:00","2018-01-21 12:05:00",3121,39.972740,-75.179390,3058,39.967159,-75.170013,"05415",30,"One Way","Indego30"
226319164,5,"2018-01-21 12:01:00","2018-01-21 12:06:00",3064,39.938400,-75.173271,3012,39.942181,-75.177467,"02611",30,"One Way","Indego30"
226319163,5,"2018-01-21 12:02:00","2018-01-21 12:07:00",3009,39.955761,-75.189819,3061,39.954250,-75.177612,11007,30,"One Way","Indego30"
226327737,88,"2018-01-21 12:02:00","2018-01-21 13:30:00",3046,39.950119,-75.144722,3000,"","",11816,0,"One Way","Walk-up"
226319161,5,"2018-01-21 12:03:00","2018-01-21 12:08:00",3159,39.951210,-75.199623,3027,39.956940,-75.200691,11790,30,"One Way","Indego30"
226319159,26,"2018-01-21 12:05:00","2018-01-21 12:31:00",3098,39.934311,-75.160423,3047,39.950710,-75.149208,"03348",0,"One Way","Walk-up"
226319160,51,"2018-01-21 12:05:00","2018-01-21 12:56:00",3046,39.950119,-75.144722,3007,39.945171,-75.159927,"03714",0,"One Way","Walk-up"
226319157,24,"2018-01-21 12:06:00","2018-01-21 12:30:00",3098,39.934311,-75.160423,3047,39.950710,-75.149208,"03514",0,"One Way","Walk-up"
226319158,17,"2018-01-21 12:06:00","2018-01-21 12:23:00",3169,39.953819,-75.142632,3050,39.953388,-75.154259,11828,0,"One Way","Walk-up"
226319156,10,"2018-01-21 12:07:00","2018-01-21 12:17:00",3036,39.968441,-75.140007,3124,39.952950,-75.139793,11012,30,"One Way","Indego30"
226319155,5,"2018-01-21 12:08:00","2018-01-21 12:13:00",3066,39.945610,-75.173477,3101,39.942951,-75.159554,"05346",365,"One Way","Indego365"
226327729,68,"2018-01-21 12:08:00","2018-01-21 13:16:00",3027,39.956940,-75.200691,3056,39.976688,-75.158127,"03284",30,"One Way","Indego30"
226319153,8,"2018-01-21 12:09:00","2018-01-21 12:17:00",3114,39.937752,-75.180122,3125,39.943909,-75.167351,"05386",30,"One Way","Indego30"
226319154,15,"2018-01-21 12:09:00","2018-01-21 12:24:00",3101,39.942951,-75.159554,3031,39.980049,-75.155220,"05320",30,"One Way","Indego30"
226319151,14,"2018-01-21 12:10:00","2018-01-21 12:24:00",3021,39.953899,-75.169022,3038,39.947811,-75.194092,"05290",30,"One Way","Indego30"
226319152,16,"2018-01-21 12:10:00","2018-01-21 12:26:00",3056,39.976688,-75.158127,3115,39.972630,-75.167572,"03568",30,"One Way","Indego30"
226319149,40,"2018-01-21 12:11:00","2018-01-21 12:51:00",3155,39.940182,-75.154419,3049,39.945091,-75.142502,"03399",0,"One Way","Walk-up"
226319150,9,"2018-01-21 12:11:00","2018-01-21 12:20:00",3054,39.962502,-75.174202,3120,39.975220,-75.186691,"05301",30,"One Way","Indego30"
226319147,10,"2018-01-21 12:12:00","2018-01-21 12:22:00",3102,39.967590,-75.179520,3078,39.953548,-75.171921,"05308",30,"One Way","Indego30"
226319146,7,"2018-01-21 12:13:00","2018-01-21 12:20:00",3034,39.933151,-75.162483,3052,39.947319,-75.156952,"02614",30,"One Way","Indego30"
226319143,11,"2018-01-21 12:14:00","2018-01-21 12:25:00",3053,39.932308,-75.181541,3063,39.946331,-75.169800,"05124",30,"One Way","Indego30"
226319144,20,"2018-01-21 12:14:00","2018-01-21 12:34:00",3026,39.941380,-75.145638,3163,39.949741,-75.180969,11822,30,"One Way","Indego30"
226319145,9,"2018-01-21 12:14:00","2018-01-21 12:23:00",3034,39.933151,-75.162483,3026,39.941380,-75.145638,"03704",30,"One Way","Indego30"
226319142,7,"2018-01-21 12:15:00","2018-01-21 12:22:00",3032,39.945271,-75.179710,3032,39.945271,-75.179710,"05345",30,"Round Trip","Indego30"
226319138,8,"2018-01-21 12:16:00","2018-01-21 12:24:00",3023,39.950481,-75.172859,3010,39.947109,-75.166183,11035,365,"One Way","Indego365"
226319139,9,"2018-01-21 12:16:00","2018-01-21 12:25:00",3098,39.934311,-75.160423,3066,39.945610,-75.173477,11764,30,"One Way","Indego30"
226319141,14,"2018-01-21 12:16:00","2018-01-21 12:30:00",3058,39.967159,-75.170013,3009,39.955761,-75.189819,"05415",365,"One Way","Indego365"
226319137,6,"2018-01-21 12:17:00","2018-01-21 12:23:00",3101,39.942951,-75.159554,3010,39.947109,-75.166183,"02481",0,"One Way","Walk-up"
226327710,48,"2018-01-21 12:17:00","2018-01-21 13:05:00",3116,39.960060,-75.171982,3125,39.943909,-75.167351,"02706",1,"One Way","One Day Pass"
226319134,16,"2018-01-21 12:18:00","2018-01-21 12:34:00",3030,39.939350,-75.157158,3013,39.963169,-75.147919,11756,30,"One Way","Indego30"
226319135,6,"2018-01-21 12:18:00","2018-01-21 12:24:00",3078,39.953548,-75.171921,3010,39.947109,-75.166183,"05341",30,"One Way","Indego30"
226319136,4,"2018-01-21 12:18:00","2018-01-21 12:22:00",3023,39.950481,-75.172859,3063,39.946331,-75.169800,11857,30,"One Way","Indego30"
226319132,5,"2018-01-21 12:19:00","2018-01-21 12:24:00",3022,39.954720,-75.183228,3023,39.950481,-75.172859,11766,30,"One Way","Indego30"
226319133,15,"2018-01-21 12:19:00","2018-01-21 12:34:00",3030,39.939350,-75.157158,3013,39.963169,-75.147919,"06695",30,"One Way","Indego30"
226319131,5,"2018-01-21 12:20:00","2018-01-21 12:25:00",3121,39.972740,-75.179390,3051,39.967442,-75.175072,11747,30,"One Way","Indego30"
226319130,9,"2018-01-21 12:21:00","2018-01-21 12:30:00",3013,39.963169,-75.147919,3040,39.962891,-75.166061,11173,365,"One Way","Indego365"
226319128,6,"2018-01-21 12:22:00","2018-01-21 12:28:00",3018,39.952728,-75.159790,3156,39.953812,-75.174072,"05154",30,"One Way","Indego30"
226319129,9,"2018-01-21 12:22:00","2018-01-21 12:31:00",3010,39.947109,-75.166183,3116,39.960060,-75.171982,"05208",30,"One Way","Indego30"
226319126,3,"2018-01-21 12:24:00","2018-01-21 12:27:00",3061,39.954250,-75.177612,3078,39.953548,-75.171921,"05161",30,"One Way","Indego30"
226319127,21,"2018-01-21 12:24:00","2018-01-21 12:45:00",3078,39.953548,-75.171921,3029,39.953800,-75.194794,"05308",30,"One Way","Indego30"
226319125,26,"2018-01-21 12:25:00","2018-01-21 12:51:00",3039,39.971210,-75.159698,3060,39.959229,-75.170357,"05343",30,"One Way","Indego30"
226319124,13,"2018-01-21 12:26:00","2018-01-21 12:39:00",3101,39.942951,-75.159554,3046,39.950119,-75.144722,"02716",30,"One Way","Indego30"
226345229,187,"2018-01-21 12:28:00","2018-01-21 15:35:00",3007,39.945171,-75.159927,3000,"","","05375",30,"One Way","Indego30"
226327695,41,"2018-01-21 12:29:00","2018-01-21 13:10:00",3055,39.951118,-75.154572,3098,39.934311,-75.160423,11796,1,"One Way","One Day Pass"
226319122,4,"2018-01-21 12:29:00","2018-01-21 12:33:00",3013,39.963169,-75.147919,3059,39.962650,-75.161743,"05255",30,"One Way","Indego30"
226319123,10,"2018-01-21 12:29:00","2018-01-21 12:39:00",3059,39.962650,-75.161743,3010,39.947109,-75.166183,"03466",30,"One Way","Indego30"
226319118,7,"2018-01-21 12:30:00","2018-01-21 12:37:00",3010,39.947109,-75.166183,3025,39.937241,-75.161201,11019,30,"One Way","Indego30"
226319120,5,"2018-01-21 12:30:00","2018-01-21 12:35:00",3161,39.954861,-75.180908,3023,39.950481,-75.172859,11814,30,"One Way","Indego30"
226319121,3,"2018-01-21 12:30:00","2018-01-21 12:33:00",3047,39.950710,-75.149208,3019,39.954029,-75.149834,11729,30,"One Way","Indego30"
226319116,6,"2018-01-21 12:31:00","2018-01-21 12:37:00",3018,39.952728,-75.159790,3101,39.942951,-75.159554,11896,365,"One Way","Indego365"
226319117,9,"2018-01-21 12:31:00","2018-01-21 12:40:00",3018,39.952728,-75.159790,3030,39.939350,-75.157158,"05322",365,"One Way","Indego365"
226327687,67,"2018-01-21 12:31:00","2018-01-21 13:38:00",3161,39.954861,-75.180908,3050,39.953388,-75.154259,11731,0,"One Way","Walk-up"
226319114,9,"2018-01-21 12:32:00","2018-01-21 12:41:00",3059,39.962650,-75.161743,3051,39.967442,-75.175072,"02579",30,"One Way","Indego30"
226319115,8,"2018-01-21 12:32:00","2018-01-21 12:40:00",3101,39.942951,-75.159554,3066,39.945610,-75.173477,"05116",365,"One Way","Indego365"
226327683,65,"2018-01-21 12:33:00","2018-01-21 13:38:00",3161,39.954861,-75.180908,3050,39.953388,-75.154259,"02608",0,"One Way","Walk-up"
226327682,33,"2018-01-21 12:34:00","2018-01-21 13:07:00",3163,39.949741,-75.180969,3163,39.949741,-75.180969,11822,30,"Round Trip","Indego30"
226319113,12,"2018-01-21 12:34:00","2018-01-21 12:46:00",3027,39.956940,-75.200691,3027,39.956940,-75.200691,11790,30,"Round Trip","Indego30"
226319110,7,"2018-01-21 12:35:00","2018-01-21 12:42:00",3032,39.945271,-75.179710,3101,39.942951,-75.159554,"03637",365,"One Way","Indego365"
226319112,8,"2018-01-21 12:35:00","2018-01-21 12:43:00",3100,39.927769,-75.151031,3030,39.939350,-75.157158,11837,30,"One Way","Indego30"
226319109,2,"2018-01-21 12:36:00","2018-01-21 12:38:00",3068,39.935490,-75.167107,3034,39.933151,-75.162483,11901,30,"One Way","Indego30"
226319108,14,"2018-01-21 12:37:00","2018-01-21 12:51:00",3021,39.953899,-75.169022,3058,39.967159,-75.170013,"05166",30,"One Way","Indego30"
226327675,22,"2018-01-21 12:39:00","2018-01-21 13:01:00",3154,39.959240,-75.158211,3097,39.978882,-75.133392,"02730",30,"One Way","Indego30"
226319106,13,"2018-01-21 12:40:00","2018-01-21 12:53:00",3012,39.942181,-75.177467,3108,39.953159,-75.165512,"05159",30,"One Way","Indego30"
226319107,5,"2018-01-21 12:40:00","2018-01-21 12:45:00",3068,39.935490,-75.167107,3101,39.942951,-75.159554,"05164",30,"One Way","Indego30"
226319104,7,"2018-01-21 12:41:00","2018-01-21 12:48:00",3051,39.967442,-75.175072,3108,39.953159,-75.165512,11747,365,"One Way","Indego365"
226319105,16,"2018-01-21 12:41:00","2018-01-21 12:57:00",3007,39.945171,-75.159927,3020,39.949219,-75.190361,"02552",30,"One Way","Indego30"
226319103,17,"2018-01-21 12:42:00","2018-01-21 12:59:00",3066,39.945610,-75.173477,3102,39.967590,-75.179520,"05116",0,"One Way","Walk-up"
226319102,11,"2018-01-21 12:43:00","2018-01-21 12:54:00",3066,39.945610,-75.173477,3069,39.937038,-75.150383,"05193",365,"One Way","Indego365"
226319100,10,"2018-01-21 12:44:00","2018-01-21 12:54:00",3061,39.954250,-75.177612,3071,39.961731,-75.187881,11007,30,"One Way","Indego30"
226319101,7,"2018-01-21 12:44:00","2018-01-21 12:51:00",3021,39.953899,-75.169022,3040,39.962891,-75.166061,11795,30,"One Way","Indego30"
226319099,5,"2018-01-21 12:45:00","2018-01-21 12:50:00",3006,39.952202,-75.203110,3020,39.949219,-75.190361,11707,30,"One Way","Indego30"
226327666,17,"2018-01-21 12:45:00","2018-01-21 13:02:00",3070,39.960621,-75.139832,3108,39.953159,-75.165512,"03628",30,"One Way","Indego30"
226327664,20,"2018-01-21 12:46:00","2018-01-21 13:06:00",3047,39.950710,-75.149208,3031,39.980049,-75.155220,"05158",30,"One Way","Indego30"
226327663,30,"2018-01-21 12:48:00","2018-01-21 13:18:00",3027,39.956940,-75.200691,3033,39.950050,-75.156723,"03367",30,"One Way","Indego30"
226327662,17,"2018-01-21 12:51:00","2018-01-21 13:08:00",3060,39.959229,-75.170357,3039,39.971210,-75.159698,"05343",30,"One Way","Indego30"
226327659,13,"2018-01-21 12:52:00","2018-01-21 13:05:00",3029,39.953800,-75.194794,3023,39.950481,-75.172859,"05308",30,"One Way","Indego30"
226327660,26,"2018-01-21 12:52:00","2018-01-21 13:18:00",3027,39.956940,-75.200691,3033,39.950050,-75.156723,11790,30,"One Way","Indego30"
226327661,14,"2018-01-21 12:52:00","2018-01-21 13:06:00",3163,39.949741,-75.180969,3116,39.960060,-75.171982,"03571",0,"One Way","Walk-up"
226327657,13,"2018-01-21 12:53:00","2018-01-21 13:06:00",3123,39.980042,-75.170883,3065,39.970699,-75.151711,11874,30,"One Way","Indego30"
226319098,5,"2018-01-21 12:53:00","2018-01-21 12:58:00",3030,39.939350,-75.157158,3034,39.933151,-75.162483,"02699",365,"One Way","Indego365"
226327653,13,"2018-01-21 12:55:00","2018-01-21 13:08:00",3032,39.945271,-75.179710,3063,39.946331,-75.169800,11735,30,"One Way","Indego30"
226327654,13,"2018-01-21 12:55:00","2018-01-21 13:08:00",3032,39.945271,-75.179710,3063,39.946331,-75.169800,"05141",30,"One Way","Indego30"
226327655,10,"2018-01-21 12:55:00","2018-01-21 13:05:00",3064,39.938400,-75.173271,3028,39.940609,-75.149582,11034,30,"One Way","Indego30"
226327656,18,"2018-01-21 12:55:00","2018-01-21 13:13:00",3020,39.949219,-75.190361,3034,39.933151,-75.162483,"02629",30,"One Way","Indego30"
226327652,19,"2018-01-21 12:56:00","2018-01-21 13:15:00",3086,39.940189,-75.166908,3100,39.927769,-75.151031,"05140",30,"One Way","Indego30"
226327650,30,"2018-01-21 12:57:00","2018-01-21 13:27:00",3110,39.961750,-75.136414,3098,39.934311,-75.160423,11808,0,"One Way","Walk-up"
226327651,30,"2018-01-21 12:57:00","2018-01-21 13:27:00",3110,39.961750,-75.136414,3098,39.934311,-75.160423,"06694",30,"One Way","Indego30"
226327649,8,"2018-01-21 13:00:00","2018-01-21 13:08:00",3066,39.945610,-75.173477,3021,39.953899,-75.169022,11764,0,"One Way","Walk-up"
226327647,9,"2018-01-21 13:01:00","2018-01-21 13:10:00",3030,39.939350,-75.157158,3030,39.939350,-75.157158,11755,365,"Round Trip","Indego365"
226327648,9,"2018-01-21 13:01:00","2018-01-21 13:10:00",3020,39.949219,-75.190361,3064,39.938400,-75.173271,11707,365,"One Way","Indego365"
226327646,13,"2018-01-21 13:02:00","2018-01-21 13:15:00",3065,39.970699,-75.151711,3040,39.962891,-75.166061,"03554",30,"One Way","Indego30"
226327645,49,"2018-01-21 13:04:00","2018-01-21 13:53:00",3023,39.950481,-75.172859,3023,39.950481,-75.172859,"03591",30,"Round Trip","Indego30"
226336346,99,"2018-01-21 13:04:00","2018-01-21 14:43:00",3064,39.938400,-75.173271,3057,39.964581,-75.180031,"03435",30,"One Way","Indego30"
226327643,11,"2018-01-21 13:06:00","2018-01-21 13:17:00",3063,39.946331,-75.169800,3028,39.940609,-75.149582,"03310",30,"One Way","Indego30"
226327644,9,"2018-01-21 13:06:00","2018-01-21 13:15:00",3058,39.967159,-75.170013,3108,39.953159,-75.165512,11365,365,"One Way","Indego365"
226327639,7,"2018-01-21 13:07:00","2018-01-21 13:14:00",3051,39.967442,-75.175072,3075,39.967178,-75.161247,"03383",0,"One Way","Walk-up"
226327640,13,"2018-01-21 13:07:00","2018-01-21 13:20:00",3020,39.949219,-75.190361,3061,39.954250,-75.177612,11725,30,"One Way","Indego30"
226327641,12,"2018-01-21 13:07:00","2018-01-21 13:19:00",3018,39.952728,-75.159790,3164,39.928139,-75.165154,"03304",30,"One Way","Indego30"
226327642,8,"2018-01-21 13:07:00","2018-01-21 13:15:00",3051,39.967442,-75.175072,3075,39.967178,-75.161247,"03340",0,"One Way","Walk-up"
226327637,33,"2018-01-21 13:08:00","2018-01-21 13:41:00",3059,39.962650,-75.161743,3029,39.953800,-75.194794,"05255",30,"One Way","Indego30"
226327638,44,"2018-01-21 13:08:00","2018-01-21 13:52:00",3125,39.943909,-75.167351,3005,39.947330,-75.144028,"03676",1,"One Way","One Day Pass"
226327631,9,"2018-01-21 13:09:00","2018-01-21 13:18:00",3064,39.938400,-75.173271,3101,39.942951,-75.159554,"03709",30,"One Way","Indego30"
226327632,24,"2018-01-21 13:09:00","2018-01-21 13:33:00",3068,39.935490,-75.167107,3041,39.968491,-75.135460,"03343",365,"One Way","Indego365"
226327633,7,"2018-01-21 13:09:00","2018-01-21 13:16:00",3069,39.937038,-75.150383,3157,39.925449,-75.159538,"03339",30,"One Way","Indego30"
226327634,32,"2018-01-21 13:09:00","2018-01-21 13:41:00",3108,39.953159,-75.165512,3075,39.967178,-75.161247,11747,0,"One Way","Walk-up"
226327635,12,"2018-01-21 13:09:00","2018-01-21 13:21:00",3163,39.949741,-75.180969,3007,39.945171,-75.159927,11822,30,"One Way","Indego30"
226327636,7,"2018-01-21 13:09:00","2018-01-21 13:16:00",3125,39.943909,-75.167351,3114,39.937752,-75.180122,"05386",30,"One Way","Indego30"
226327627,4,"2018-01-21 13:10:00","2018-01-21 13:14:00",3064,39.938400,-75.173271,3068,39.935490,-75.167107,"02583",30,"One Way","Indego30"
226327628,4,"2018-01-21 13:10:00","2018-01-21 13:14:00",3053,39.932308,-75.181541,3064,39.938400,-75.173271,"02672",30,"One Way","Indego30"
226327629,13,"2018-01-21 13:10:00","2018-01-21 13:23:00",3006,39.952202,-75.203110,3064,39.938400,-75.173271,"02665",30,"One Way","Indego30"
226327630,8,"2018-01-21 13:10:00","2018-01-21 13:18:00",3023,39.950481,-75.172859,3168,39.951210,-75.173698,11814,30,"One Way","Indego30"
226327626,8,"2018-01-21 13:14:00","2018-01-21 13:22:00",3026,39.941380,-75.145638,3010,39.947109,-75.166183,"05389",30,"One Way","Indego30"
226327623,8,"2018-01-21 13:15:00","2018-01-21 13:23:00",3101,39.942951,-75.159554,3032,39.945271,-75.179710,11896,365,"One Way","Indego365"
226327625,8,"2018-01-21 13:15:00","2018-01-21 13:23:00",3057,39.964581,-75.180031,3057,39.964581,-75.180031,"03336",365,"Round Trip","IndegoFlex"
226327622,5,"2018-01-21 13:16:00","2018-01-21 13:21:00",3052,39.947319,-75.156952,3025,39.937241,-75.161201,"02614",30,"One Way","Indego30"
226327621,4,"2018-01-21 13:17:00","2018-01-21 13:21:00",3051,39.967442,-75.175072,3054,39.962502,-75.174202,"03725",30,"One Way","Indego30"
226327620,5,"2018-01-21 13:21:00","2018-01-21 13:26:00",3093,39.988369,-75.187012,3120,39.975220,-75.186691,"05340",30,"One Way","Indego30"
226327616,9,"2018-01-21 13:22:00","2018-01-21 13:31:00",3119,39.966740,-75.207993,3009,39.955761,-75.189819,11919,30,"One Way","Indego30"
226327617,7,"2018-01-21 13:22:00","2018-01-21 13:29:00",3045,39.947922,-75.162369,3030,39.939350,-75.157158,11831,30,"One Way","Indego30"
226327618,7,"2018-01-21 13:22:00","2018-01-21 13:29:00",3068,39.935490,-75.167107,3100,39.927769,-75.151031,"02583",30,"One Way","Indego30"
226327619,15,"2018-01-21 13:22:00","2018-01-21 13:37:00",3168,39.951210,-75.173698,3010,39.947109,-75.166183,11814,30,"One Way","Indego30"
226327614,7,"2018-01-21 13:24:00","2018-01-21 13:31:00",3066,39.945610,-75.173477,3007,39.945171,-75.159927,11038,30,"One Way","Indego30"
226327615,15,"2018-01-21 13:24:00","2018-01-21 13:39:00",3009,39.955761,-75.189819,3058,39.967159,-75.170013,"05415",365,"One Way","Indego365"
226327613,7,"2018-01-21 13:25:00","2018-01-21 13:32:00",3032,39.945271,-75.179710,3061,39.954250,-75.177612,"05318",30,"One Way","Indego30"
226336313,42,"2018-01-21 13:26:00","2018-01-21 14:08:00",3101,39.942951,-75.159554,3058,39.967159,-75.170013,"03468",1,"One Way","One Day Pass"
