trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
365199733,22,1/1/2021 12:09,1/1/2021 12:31,3068,39.93549,-75.167107,3053,39.932308,-75.181541,14586,30,One Way,Indego30,standard
365199327,3,1/1/2021 12:10,1/1/2021 12:13,3098,39.934311,-75.160423,3034,39.933151,-75.162483,11724,30,One Way,Indego30,standard
365199530,15,1/1/2021 12:10,1/1/2021 12:25,3163,39.949741,-75.180969,3190,39.948921,-75.169907,5317,30,One Way,Indego30,standard
365199529,8,1/1/2021 12:12,1/1/2021 12:20,3022,39.95472,-75.183228,3074,39.955109,-75.209869,18205,30,One Way,Indego30,electric
365200144,36,1/1/2021 12:17,1/1/2021 12:53,3061,39.95425,-75.177612,3165,39.958191,-75.1782,5252,1,One Way,Day Pass,standard
365199834,18,1/1/2021 12:17,1/1/2021 12:35,3212,39.963791,-75.18158,3118,39.95866,-75.213226,11897,30,One Way,Indego30,standard
365200247,33,1/1/2021 12:17,1/1/2021 12:50,3061,39.95425,-75.177612,3000,,,16509,1,One Way,Day Pass,electric
365199528,6,1/1/2021 12:18,1/1/2021 12:24,3212,39.963791,-75.18158,3071,39.961731,-75.187881,5297,30,One Way,Indego30,standard
365199527,5,1/1/2021 12:18,1/1/2021 12:23,3156,39.953812,-75.174072,3116,39.96006,-75.171982,14699,30,One Way,Indego30,standard
365199933,22,1/1/2021 12:22,1/1/2021 12:44,3118,39.95866,-75.213226,3160,39.956619,-75.198624,3637,30,One Way,Indego30,standard
365199627,3,1/1/2021 12:23,1/1/2021 12:26,3055,39.951118,-75.154572,3108,39.953159,-75.165512,14504,365,One Way,Indego365,standard
365200961,59,1/1/2021 12:23,1/1/2021 13:22,3201,39.955231,-75.166199,3101,39.942951,-75.159554,2679,30,One Way,Indego30,standard
365200960,59,1/1/2021 12:24,1/1/2021 13:22,3201,39.955231,-75.166199,3101,39.942951,-75.159554,14596,30,One Way,Indego30,standard
